chapter,comments,likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
126,9688,215411,2020-12-22,AllieBumbleBeeBih,"If she doesn’t talk to him then I support their breakup, communication and trust are the two most important parts of a relationship and if you can’t do either then you shouldn’t be together, and honestly if she cannot show trust or communicate then she isn’t ready for anyone Seojun or Suho ","Nov 17, 2020",3443,13,2022-12-28,22
126,9688,215411,2020-12-22,Bankachi,"Yes we want communication... But can you stop saying ""they need to communicate"" right now? It's her. Seojun said I love you, freaking proposed AND gave the countdown time to the wedding! He's growing, doing his J-O-B. She IS his #1 guaranteed. SHE needs to grow now. It's her turn. Yes her insecurities are valid (her friend and his company proved that). Now she needs to open up to him about it. They can make a game plan and get through this Together if she will start seeing them as a TEAM.","Nov 17, 2020",2833,27,2022-12-28,33
126,9688,215411,2020-12-22,NikiNoodleSoup,Let 👏 idols 👏 date. 👏 They 👏 are 👏 not 👏 property. 👏 Fans 👏 do 👏 not 👏 own 👏 them. 👏,"Nov 18, 2020",2603,2,2022-12-28,24
126,9688,215411,2020-12-22,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,22
126,9688,215411,2020-12-22,hereforthef33ls,"Why is she so gullible...like girl, use your critical thinking skills..please 🙄","Nov 17, 2020",1895,5,2022-12-28,12
126,9688,215411,2020-12-22,LakinW,The fact she'd believe Seojun would even say that is an example of why their relationship won't work. ,"Nov 17, 2020",1822,29,2022-12-28,16
126,9688,215411,2020-12-22,_StoryLover_,Am I the only one who began to roll my eyes once she said she stopped liking the idol because he was dating someone🙄,"Nov 17, 2020",1644,1,2022-12-28,14
126,9688,215411,2020-12-22,Heily M,Ok the Korean entertainment industry and being and idol can definitely be toxic. Like support the artists bc stan talent but also let them have their own lives bc they deserve to be happy too 😭😭😭,"Nov 17, 2020",1183,1,2022-12-28,5
126,9688,215411,2020-12-22,Lil_Flower❤🌼,"okay. that pisses me off. even though Jeon Jungkook is my HUSBAND AND I LOVE HIM... I would never get mad or feel betrayed about him dating someone. I'm a fan of bts because of their TALENT AND THEIR MESSAGE not their image. It just angers me to see fans who think they own these celebrities. like, they have lives and deserve to date without being hated on by the people who have supported them through everything. They are HUMAN BEINGS. Like, seriously. get a grip. put yourself in their shoes. ","Nov 17, 2020",1093,14,2022-12-28,35
126,9688,215411,2020-12-22,MirandaJoFace,"Aaaand here is where the plot becomes predictable. They’re going to have communication issues due to this and break up, then Suho will be in the running again. Calling it now. ","Nov 17, 2020",891,2,2022-12-28,14
127,12643,221780,2020-12-29,angel.l.o,The fact that this actually happens to celebrities in real life is so stupid. Fans literally do not own them. Celebrities should be allowed to have lives,"Nov 24, 2020",237287,155,2022-12-28,533
127,12643,221780,2020-12-29,Nanny89,Suhos smile when he saw her 🥰,"Nov 24, 2020",142257,931,2022-12-28,59
127,12643,221780,2020-12-29,dotsmall21,I JUST WANT THEM TO BE HAPPIER😭,"Nov 24, 2020",112065,285,2022-12-28,66
127,12643,221780,2020-12-29,kayterina ,I cant believe there are actually people that call themselves 'fans' even though they act this way. I mean you want your role model/idol to be happy right? they are human and deserves to date and have love from a significant other. so said to see both of them get hate just because of a simple human need... LOVE!,"Nov 24, 2020",10337,11,2022-12-28,27
127,12643,221780,2020-12-29,Ash Cakes,"To anyone reading this, if you’re “one of those” fans like we’re seeing here I just want you to know you need serious help and should be ashamed of yourself. To the other fans that actually support the happiness of the people they admire, you’re the bomb.com!!","Nov 24, 2020",8542,8,2022-12-28,42
127,12643,221780,2020-12-29,mochi fluffs,The fact that this happens irl is what makes this  even more heartbreaking. Loved how Big Sis went Mama Bear in this too. I don't want them to break up even though I ship her with Suho too!😭,"Nov 24, 2020",4469,11,2022-12-28,13
127,12643,221780,2020-12-29,CloverQueen,"In the US, we're just really excited when things go well in the lives of celebrities we like. When they get married, have a family, etc. Is that not the case is other countries? Is it common for fans to become possessive?","Nov 24, 2020",4132,18,2022-12-28,55
127,12643,221780,2020-12-29,ﾘﾘ,"They call it ""Dating SCANDAL"" but what's so scandalous about him being in love?? Fans were stalking their accounts and comparing pictures for weeks, but sure, call them out for being ""too obvious""...disgusting fandom culture. Knowing this happens to actual real people makes it even worse.","Nov 24, 2020",3343,2,2022-12-28,10
127,12643,221780,2020-12-29,meganerd4.0,there's a lot of fictional b**ches in South Korea that I just wanna talk to...😠,"Nov 24, 2020",2157,5,2022-12-28,14
127,12643,221780,2020-12-29,Lost In Transition,The amount of research and stalking that went into that scandal post makes rocket science seem easier 😐,"Nov 24, 2020",1861,3,2022-12-28,6
127,12643,221780,2020-12-29,lovelace43,"honestly I dont get it. why does an idol dating someone ruin their image? is it because fans wouldnt be able to date him themselves? news flash: they have zero chance of dating him regardless. if they want to fantasize, fine. But it's already a fantasy.... why can't he be single in their fantasy too? makes no sense -_- I'm glad the creator is putting this topic out there. It's a good thing for people to be aware of and talk about :)","Nov 24, 2020",1831,0,2022-12-28,8
127,12643,221780,2020-12-29,LeLe 303,"This is so stupid. Again, Im team Suho BUT she and Seojun shouldnt have to break up because of this. It's not ""a dating scandal"" its just dating! Are people that ignorant to expect PEOPLE not to have a life outside their careers?! Please Korean society, change this because it's not healthy or logical. ","Nov 24, 2020",1538,4,2022-12-28,8
127,12643,221780,2020-12-29,Tesquibel,The AUDACITY in this episode is disgusting 🤢,"Nov 24, 2020",1392,3,2022-12-28,6
127,12643,221780,2020-12-29,EXOxoVIXX101,juju shouldn’t be that way to Seojun. it’s hard but if she can’t get tougher skin & better self love she’ll NEVER feel worthy of anyone’s love (Suho included). It was so frustrating to see her literally degrade herself & her own relationship even AFTER Seojun reassured her & said he would even quit. Who cares if the rest of the world doesn’t know y’all date...YOURE. NOT. DATING. THE. REST. OF. THE. WORLD their validation shouldn’t matter. Smh maybe they should break up so she can get it together,"Nov 25, 2020",1108,31,2022-12-28,28
127,12643,221780,2020-12-29,Pmax,Suho is always there when she needs him. That’s why they work.,"Nov 24, 2020",1250,178,2022-12-28,36
128,11863,220933,2021-01-05,Macquia,"At long last, Jugyeong’s mom behaves like a mom. I’m so glad she comforted her. It’s what she’s needed from the start. She should definitely keep hanging out with those two girls, they’re good for her. Whatever happens next, I hope she doesn’t lose her self-worth. “Getting prettier” was never the issue.","Dec 01, 2020",193680,252,2022-12-28,88
128,11863,220933,2021-01-05,mangocubes,"As much as I love Seojun, she did the right thing not really for his career but for herself and well-being","Dec 01, 2020",139797,843,2022-12-28,60
128,11863,220933,2021-01-05,idgacoitus,"Who is excited for True Beauty KDrama coming out!!!Edit: I'm aware that the show came out already, this comment was made the first week of December when it wasn't out yet","Dec 01, 2020",74908,657,2022-12-28,236
128,11863,220933,2021-01-05,bo0tymuncher,"Suho’s probably gonna be like ""damn you 2 broke up? Damn that sucks aha""","Dec 01, 2020",8068,89,2022-12-28,56
128,11863,220933,2021-01-05,Gaius Augustus,"I really hope no one is blaming Seojun for this. This isn't his fault (he offered to quit in an earlier episode). It's not Jugyeong's fault either. This is a really tough situation for both of them. And an even tougher choice. Seojun, between his love and his career. Jugyeong, between losing her love and keeping him, despite the issues. Even if you love each other, sometimes the stars just don't line up. Most important thing is that they each have strong support networks to help them through it","Dec 01, 2020",6416,8,2022-12-28,30
128,11863,220933,2021-01-05,ravinfox,"I honestly can’t help but be mad at her sister. I know it’s a competitive field to work in, but she really screwed her sister over emotionally and didn’t even talk to her herself. She let some random dude call her out to meet up and told her to delete her social media to protect her investment. That’s just so severely cruel.","Dec 01, 2020",4898,73,2022-12-28,19
128,11863,220933,2021-01-05,DarkNeoReaper,This is so heart breaking but eunjae was right 😭 And when she started believing she NEEDED to change herself for him; she needed to leave him. Her mental health ain’t  worth that shit,"Dec 01, 2020",3384,14,2022-12-28,17
128,11863,220933,2021-01-05,morphybeans,"I don't ship them, but I wish it didn't have to end this way. He seems to really care about her,, but their communication is so terrible and she didn't ever want the limelight","Dec 01, 2020",2807,23,2022-12-28,9
128,11863,220933,2021-01-05,Raeinez Martinez,"Yes, a supportive friend group and a mom finally giving the affection she has needed. I know the photo comments aren't real but I wanted to fight those people! ","Dec 01, 2020",1902,4,2022-12-28,5
128,11863,220933,2021-01-05,satansadvocate666,I love having realistic friends like Eunjae! She didn’t tiptoe around Jugyeong’s feelings and told her honestly what she thought. I’d rather a friend like her than a fake kiss ass yes man. I Stan honesty! 💯🎯,"Dec 01, 2020",1791,6,2022-12-28,8
128,11863,220933,2021-01-05,AMissus,"I hope that this isn’t some opportunity to switch back over to Suho. Whatever “team” anyone’s on, she’s had her chance with both of them. She doesn’t need to be dating someone every episode to be happy. It’s clear both relationships have had their ups and downs, and that she’s grown from both experiences. If breaking up is what she has to do, then okay. Just don’t jump back into the arms of someone else seconds after jumping out of the first one.*Edit*: me realizing am in the top 15 comments 👀","Dec 01, 2020",1635,25,2022-12-28,28
128,11863,220933,2021-01-05,kibbuh,A moment of silence for their relationship.... Okay. SUHO YOURE UP MY BOY!!,"Dec 01, 2020",2614,358,2022-12-28,64
128,11863,220933,2021-01-05,smolwickedaries,"kpop fans are toxic. like any fan base has their toxic fans... but kpop really go overboard with their shit. like calm the hell down, they’re idols to make music and make people happy, they’re not your property ","Dec 02, 2020",1327,0,2022-12-28,24
128,11863,220933,2021-01-05,anonymous888290,I could feel the loneliness in her unanswered text...this is so sad!,"Dec 01, 2020",913,1,2022-12-28,4
128,11863,220933,2021-01-05,Nanny89,Suho shippers going crazy right now ,"Dec 01, 2020",918,35,2022-12-28,13
129,16117,226200,2021-01-12,Macquia,"As hard as it is to see Seojun cry, this was the maturest thing Jugyeong could do. It’s what’s best for them. I wish Seojun knew he wasn’t useless, at least not as a friend- he pulled her out of her depression after Suho left. Sadly, some friends can only be with us for a season. I’m excited that we’ve finally caught up to the moment from the prologue. I hope to see only good for Jugyeong now. I notice she’s got something from each Suho and Seojun that she hasn’t opened: the box and letter.","Dec 08, 2020",183251,866,2022-12-28,67
129,16117,226200,2021-01-12,erindeee,WE GOT TO THE TITLE CARD PANEL OMG,"Dec 08, 2020",135958,200,2022-12-28,98
129,16117,226200,2021-01-12,Kaila Dryman,I'm happy that she had the strength to walk away to get her own life together and stop suffering to make him happy while she suffered :( ,"Dec 08, 2020",103681,772,2022-12-28,40
129,16117,226200,2021-01-12,SI Foote,me the idiot: does my best to read seojun's message on the angle on the screen.the next panel: I MADE IT EASY me: why tho,"Dec 08, 2020",9921,2,2022-12-28,105
129,16117,226200,2021-01-12,nickyyys,I was team Suho but now I feel heart broken. He really loved her and she loves him. But sometimes when you love someone you have to let them go 🥺,"Dec 08, 2020",6965,24,2022-12-28,20
129,16117,226200,2021-01-12,Dia Nightmare,Omg not this dude again... ,"Dec 08, 2020",5363,13,2022-12-28,23
129,16117,226200,2021-01-12,Estefany Vicente,Did anyone try to focus on her cell phone screen to read the text then once done scrolled down and realized there was a bigger zoomed in photo of the text 😔,"Dec 08, 2020",5078,3,2022-12-28,44
129,16117,226200,2021-01-12,shiniillumi,"I feel so bad for Seojun, only because he doesn't really know WHY they're breaking up. He thinks he was horrible, when it was netizens and the toxic ass culture behind Kpop that ruined his relationship :( it's so disgusting.","Dec 08, 2020",4384,4,2022-12-28,21
129,16117,226200,2021-01-12,LeLe 303,I get why she had to break it off as it was bad for her mental health. It also allowed Seojun to concentrate on his blooming career. I hate that they had to break up over fan drama though I'm team Suho. I'm also glad she didnt jump right into another relationship. I'm hoping the creeper doesn't harass her again since she's boyfriendless. Maybe it's a perfect opportunity for Suho to step in?,"Dec 08, 2020",3711,77,2022-12-28,18
129,16117,226200,2021-01-12,cityskyline4396,"I really wish Seojun didn't think of this as a negative reflection on himself. Jugyeong made the hardest and best choice for both of them, their lives were growing in such different ways and there's no way they could've stayed in a healthy and happy relationship with the crazy fans and the selfish corporations. It's heartbreaking and I hate it but it was the right thing to do. Didn't expect to be simpin on a Tuesday over fictional characters tho lmao but that's 2020 for u","Dec 08, 2020",2744,9,2022-12-28,5
129,16117,226200,2021-01-12,danielastears,"Ahhhh.. I cried a lot with this episode...It literally break my heart when Seojun was beginning/asking her to not break up with him  AND EVEN MORE with that message🥺😢. I know that Jugyeong did it for the well-being of both of them.. It's so obvious that he's not going to be with her again... 😞😭   Now, all i want/ask for Seojun is to be happy 🥺. #TeamSeojun4eva 🥺❤️","Dec 08, 2020",1727,5,2022-12-28,16
129,16117,226200,2021-01-12,Josephine Mulherin,The picture at the end!!! It's been the main picture for the webtoon the entire time! I can't wait to see her growth. I just want to know what happens with her and suho. I just want him to have the courage to at least reach out to her. ,"Dec 08, 2020",1317,11,2022-12-28,12
129,16117,226200,2021-01-12,lizxlm,I’ve been team Suho since the beginning but.... I FREAKING CRIED I mean screw the media really. I love Seojun and seeing him cry made me fall apart. And I know this was the maturest thing to do and all that but I just wished they didn’t suffered in the process.I feel like a mom who doesn’t want her children to get hurt  😔👊,"Dec 08, 2020",1179,4,2022-12-28,5
129,16117,226200,2021-01-12,JamJustG22,“It’s just too hard for me.” I was so very proud of her in that moment. I’m glad she didn’t feel bad and go back on her word when he started crying. I hate to see Seojun cry but I love that Jugyeong is finally standing up for herself and doing what’s good for HER. ,"Dec 08, 2020",898,18,2022-12-28,3
129,16117,226200,2021-01-12,Tyra Rae ,Welllll damn... you just really had to go and cut us all that deep huh 😐☹️,"Dec 08, 2020",650,1,2022-12-28,3
130,6289,214065,2021-01-19,Macquia,"I don’t understand. She’s still self-medicating and clearly deeply hurt. Our girl is not okay. It’s strange how in the prologue, she politely declined to give the guy her number, but here, at seemingly the same point in the story, she agrees? People are hoping it’s Suho/Seojun who showed up (and ofc I’d rather it’s them over a creep), but I just hope she gets some much-needed help as this is no time for her to be dating anyone. I’m glad at least Suho’s found something to do that brings him joy.","Dec 15, 2020",129176,220,2022-12-28,73
130,6289,214065,2021-01-19,mangocubes,"As much as I want her to be with Suho she needs time to heal, breakups are really hard and she needs to focus on her. As for Suho he finally found an outlet and is helping him which I am happy for <3","Dec 15, 2020",99707,395,2022-12-28,26
130,6289,214065,2021-01-19,Egg111707,IF IT IS NOT FREAKING SUHO IM SUING- jk I love this series so much but I need it to be suho or else 🥲🥲,"Dec 15, 2020",71691,1434,2022-12-28,73
130,6289,214065,2021-01-19,RayDayPlay,I hope it's Selena. She needs some older gal/career guidance after this mess. Suho can wait. 😌,"Dec 15, 2020",5193,26,2022-12-28,16
130,6289,214065,2021-01-19,Caroline Grace,jugyeong honey please stop drinking so much 😥 I know breakups are rough but the way that your drinking habits are escalating like this is started to really worry us,"Dec 15, 2020",3150,9,2022-12-28,8
130,6289,214065,2021-01-19,>.< kawaii~boop >.<,anyone remember when jugyeoung said Suho should open his own restaurant...? 😏,"Dec 15, 2020",2535,9,2022-12-28,12
130,6289,214065,2021-01-19,bokchoy68,“I’m happy” BRB SOBBING FINALLY MY BABY HAS SOME PEACE 🥺🥺🥺,"Dec 15, 2020",2075,5,2022-12-28,7
130,6289,214065,2021-01-19,NadiyaLH,I low key want it to be Seojun going to all the places they used to be. I want them to reconnect in friendship with their mutual pain. I think now that he is successful in his dreams he understands why they aren't right for each other but lord do I want them to still be friends.,"Dec 15, 2020",1737,30,2022-12-28,8
130,6289,214065,2021-01-19,Reamargay ,"I hope it’s suho not even because I ship her with him, but because he has always been there for her and will always be there for her even though she’s crying over seojun","Dec 15, 2020",900,30,2022-12-28,7
130,6289,214065,2021-01-19,tinkerbellbel,Looks like the shadow has a bucket hat. I think its seojun! We haven’t seen hows seojun after their break up. I think seojun is in pain too outside those cameras! I like it how they continue their lives respectively while battling with their own pains.,"Dec 15, 2020",802,6,2022-12-28,8
130,6289,214065,2021-01-19,Jenn Spivey,We all know Suho ain't the type of guy to make a move when she is so visibly upset. He probably just gonna let her vent and cook her a meal😂 Love our boy lol,"Dec 15, 2020",674,9,2022-12-28,1
130,6289,214065,2021-01-19,squishyvanillabean,"I wonder how Seojun is doing tbh. he may be rising in fame, but he is going through the break up as well... hope all turns well for both of them","Dec 15, 2020",538,0,2022-12-28,1
130,6289,214065,2021-01-19,Danielle Marie Gode,This WEBTOON really be makin me tear up ,"Dec 15, 2020",411,3,2022-12-28,1
130,6289,214065,2021-01-19,Beansprout_art,"It's Seojun. He probably comes to this place often where everything started. Although I'm hoping it's Suho, he always comes in the nick of time to help her when she needs it most. ","Dec 15, 2020",370,9,2022-12-28,6
130,6289,214065,2021-01-19,FlawedSmile,Anyone else aware that theres an ACTUAL drama out now on VIKI for this webtoon?!?!? It just came out and it's honestly so amazing!! the actors for it where all extremely fitting for the characters in the webtoon. IM IN LOVE!! Also congratulations to the author for turning a webtoon into a korean drama!!,"Dec 15, 2020",259,7,2022-12-28,19
131,10030,232173,2021-01-26,cat piss,bruh that guy looks like a walmart version of seojun,"Dec 22, 2020",257337,536,2022-12-28,999
131,10030,232173,2021-01-26,(╥﹏╥)  I SHIP IT,"I really want Jugyeong to end up with Suho, but she really needs time to get over her breakup with Seojun. She needs to start focusing on herself more 🥺 Edit: make sure to like the episode!!","Dec 22, 2020",116850,2163,2022-12-28,91
131,10030,232173,2021-01-26,Macquia,"Please no, not another new guy. She’s finally taking steps to improve her life and take care of herself thanks to those women and the forums’ (for once lol) good advice. And being around Suho is a great idea since he cares so much for her health. No need to date right now, idc how handsome the guys are. I was sad to see her thinking weight loss from pain is good. She still has a long way to go. EDIT Yes I know it’s realistic she thinks this, no need to keep commenting that, please 🤗","Dec 22, 2020",105679,351,2022-12-28,63
131,10030,232173,2021-01-26,Lia Sophia Wood,Korea has female safety support officers ?? We need that in the states!!! 💀🥺 ,"Dec 22, 2020",6197,4,2022-12-28,34
131,10030,232173,2021-01-26,Hopieehobi,"Oh god here we go again. I feel like jugyeong needs to reaLLY step away from the romance side. Girl, focus on yOURSELF!!","Dec 22, 2020",3611,4,2022-12-28,12
131,10030,232173,2021-01-26,lunanova~,So a chick that looks like Jugyeong wants to date Seojun and a guy who looks like Seojun wants to date Jugyeong.... this has bad news written all over it,"Dec 22, 2020",3125,2,2022-12-28,12
131,10030,232173,2021-01-26,Dr. John A. Zoidberg,Suho's hot too 😣😣,"Dec 22, 2020",2299,56,2022-12-28,18
131,10030,232173,2021-01-26,Daddy Diane,"I know this will get lost in the comments but to anyone who reads this, please take care of yourself during a breakup. When I had my ~first heartbreak~ I really stopped caring about myself and lost 30 lbs. it took a long time to recover emotionally and physically. So when you’re in that pain, please eat and please hydrate","Dec 22, 2020",2046,5,2022-12-28,20
131,10030,232173,2021-01-26,kokokitten,Problem: Jugyeong has lost too much weight. Solution: Suho is a chef. ,"Dec 23, 2020",1770,12,2022-12-28,16
131,10030,232173,2021-01-26,MisplacedDesi,"Honestly I’m really really glad that her internet community and two middle-aged ladies were there to support and comfort her. Its amazing how cathartic it can be to spill your troubles to a compassionate ear, even if they’re strangers. She’s learning about herself and working through her feelings without the input of other men. Good for you, Jugueong!","Dec 22, 2020",1393,1,2022-12-28,3
131,10030,232173,2021-01-26,🖤Rexie.Hearts🖤,"I like that Suho noticed her ring was missing. instead of asking her about it, he did something to try to comfort her without making her dwell on it. 💖","Dec 22, 2020",1094,9,2022-12-28,12
131,10030,232173,2021-01-26,morgan_jane_,this looks like a rebound 😭,"Dec 22, 2020",858,3,2022-12-28,5
131,10030,232173,2021-01-26,kibbuh,Okay fine. Go have your fling with Discount Seojun but you get back to Suho for a REAL relationship.,"Dec 22, 2020",838,51,2022-12-28,11
131,10030,232173,2021-01-26,Laura Luk,You know what's also hot? Self care! ,"Dec 24, 2020",665,1,2022-12-28,9
131,10030,232173,2021-01-26,Inkbl0t7,"In the middle I was overjoyed that she was finally taking care of herself and being healthy, just living life to the fullest. Having Suho around would be so good for her, she doesn’t need another guy! She doesn’t even need Suho to be her bf yet. She just needs to care about HERSELF AND ONLY HERSELF. THEN she can be with someone once she gets her mental state in order.","Dec 22, 2020",544,2,2022-12-28,4
132,11525,211496,2021-02-02,Macquia,"I’m.. a bit put off. Sure the first guy was rude (& none of the dates were great), but why is she judging him for modifying his looks when she does the same? I’m really happy Dajeong’s boyfriend’s discharged. They seem to have a stable, loving relationship. I’m proud that Suho’s careful about relationships. Jugyeong could learn a lot from them, esp. that Suho’s amazing for far more than his looks. EDIT: To some replies, yes she does alter her photos, pls see Ep. 59 🤗","Dec 29, 2020",150190,2179,2022-12-28,457
132,11525,211496,2021-02-02,Akari Cardona,Suho get your girl😭,"Dec 29, 2020",106558,1257,2022-12-28,65
132,11525,211496,2021-02-02,Anjelica Regino,Oh dang.... just when you think Suho’s ship sails.... BAM!! Another ships docks... and this ship seems SUSPECT🤔,"Dec 29, 2020",90275,358,2022-12-28,51
132,11525,211496,2021-02-02,alyssumhood123,She really went “he’s a catfish” when she’s the OG catfish,"Dec 29, 2020",10472,63,2022-12-28,33
132,11525,211496,2021-02-02,Sloths_Rock_My_Socks,I could see why Suho was so put off with her comment. She hasn’t truly learned how to be happy being on her own. He looked a little sad that she didn’t find her own happiness. Hopefully they will be happy together but only after they BOTH learn how to be happy on their own.,"Dec 29, 2020",6302,19,2022-12-28,16
132,11525,211496,2021-02-02,Hopieehobi,Omg I really don’t like how this is going now at all. Why does every episode ends with a guy? Jugyeong needs some serious character development ,"Dec 29, 2020",5980,27,2022-12-28,20
132,11525,211496,2021-02-02,HakunaYoTatas⭐,"Jugyeong is being mighty judgemental to someone who photoshops, considering her makeup routine is basically IRL photoshop. For someone who has struggled with self esteem and confidence as badly as Jugyeong, it honestly hurts my heart to see her being so shallow to these guys. Maybe the guys weren't the nicest, some of their comments were a little iffy, but she couldn't even give them a chance first? Jugyeong you have a lot of growing up to do before you should be in a serious relationship","Dec 29, 2020",4851,48,2022-12-28,50
132,11525,211496,2021-02-02,dapperpopper,Why is Suho still attracted to her personality? Personally I think he deserves more — I’m happy to ship Jugyeong and Suho AFTER our girl grows tf up. ,"Dec 29, 2020",4385,26,2022-12-28,29
132,11525,211496,2021-02-02,Lost In Transition,Catfish? Sis you’ve been catfishing people since episode 1! 😭,"Dec 29, 2020",3576,19,2022-12-28,19
132,11525,211496,2021-02-02,Sneak100,Bruh who even is jugyeong at this point?? Can anyone tell me a single good character trait of hers at this point? She barely has any personality and this webtoon keeps sending the message that she can't be happy unless Suho or Seojun is there to save her. This webtoon doesn't even know what direction it wants to go in. Is it about self love and acceptance or not? Why is the main character 100+ episodes in and is treating people like she's been treated since the beginning??,"Dec 30, 2020",3158,18,2022-12-28,37
132,11525,211496,2021-02-02,Crimsxnstxr531,Just saying when suho and jugyeong get married they should open a comic book store and grow old together there,"Dec 29, 2020",2340,44,2022-12-28,19
132,11525,211496,2021-02-02,WebtoonMama😼,"I know Jugyeong has been feeling low and had made a mature decision regarding Sejoun, but her comments and thoughts during this episode... were as low as she’s been feeling. Between judging the first guy on his make-up free looks to telling Suho he was going to be a “40 year old virgin”... just no. Back the negativity train up, center yourself and heal, and then see what happens. 🤷🏼‍♀️","Dec 29, 2020",2241,13,2022-12-28,15
132,11525,211496,2021-02-02,UsagiDreamsOG,"Sooo I really don’t like Jugyeong this episode. She comes across as shallow and judgy which is pretty hypocritical given how she looks without makeup. I don’t like the blind date guys either, but she’s the MC & well, aside from her makeup skills developing, we’re still not seeing *real* development with her. She’s in her 20s now & still acts like a high schooler. Also come to the conclusion that Suho & Seojun are both too good for her. She needs to be single for a loooong time.","Dec 29, 2020",1779,9,2022-12-28,14
132,11525,211496,2021-02-02,_Creami_Chez,"I’m so upset with her. The first guy only used a bit of photoshop and she judges him horribly, yet she uses photoshop as well as doesn’t even look like herself at all. She doesn’t try to fix her acne and she just piles on makeup, but when this cute guy who doesn’t even look that bad is kind to her she judges him? She needs to work on that...","Dec 29, 2020",1351,12,2022-12-28,19
132,11525,211496,2021-02-02,Allxyza,STOP PUTTING TOO MANY GUYS IN THIS WEBTOON DAMN 😭 SUHO AND SEOJUN IS ENOUGH ,"Dec 29, 2020",1176,9,2022-12-28,8
133,12304,216557,2021-02-09,Jasiah Valentine,"Hyeonwoo An....was it? You seem nice and all, but I've waited all 2020 for these two to get together so watch it buddy 😠👊🏼 Edit: Thank you all for liking and replying to my comment 🥺💗 I appreciate it!!","Jan 05, 2021",188809,1410,2022-12-28,266
133,12304,216557,2021-02-09,lgtzp,its been enough time. suho needs to shoot his shot! ,"Jan 05, 2021",140270,741,2022-12-28,57
133,12304,216557,2021-02-09,Macquia,"“Success!” Hehe aww Suho, you can just tell her you made those cookies for her 🥰 He’s always such a sweetheart.","Jan 05, 2021",114727,300,2022-12-28,25
133,12304,216557,2021-02-09,kristits ,SUHO. STOP. DROPPING STUFF. AND GET. YOUR SHIT. TOGETHER. AND WOO YOUR LADY LOVE. WITH YOUR DELICIOUS BAKED GOODS. YOU BEAUTIFUL MAN,"Jan 05, 2021",8261,33,2022-12-28,29
133,12304,216557,2021-02-09,~appleby~,Who else thinks Selena is going to knock some sense into both her baby brother and juju because she's just as sick and tired as us watching them go in circles?,"Jan 05, 2021",6345,6,2022-12-28,15
133,12304,216557,2021-02-09,lightseokie,"Suho, honey, it has been 132 episodes, i think it’s time for you to shine 😭🙏🏼","Jan 05, 2021",3780,10,2022-12-28,16
133,12304,216557,2021-02-09,Rosie FL,"I’m a 41 year old mom of 3 teenage girls they all read this so I thought I would also to have something to talk about , now I’m so hooked I’m buying the episodes as soon as they are available! True Beauty is super addicting in a GREAT WAY ","Jan 05, 2021",3663,22,2022-12-28,57
133,12304,216557,2021-02-09,Lexi Corcoran O'Mahony,Okay look can we please protect sweet cinnamon roll Suho because I hate how much he keeps getting knocked down! He’s so precious ,"Jan 05, 2021",2532,18,2022-12-28,4
133,12304,216557,2021-02-09,Sharon Roblero,"Suho we promise IT'S 👏NOT👏 WHAT 👏YOU👏 THINK, so GO AND GET YOUR GIRL","Jan 05, 2021",2433,12,2022-12-28,7
133,12304,216557,2021-02-09,Pink Candies,"OH GOD THAT LOOK ON HIS FACE AT THE END RIPPED MY HEART IN HALF. More than the ship, Suho is probably the most important character to me in this series. I relate to him so much in the sense of battling depression, self loathing and survivor's guilt, especially feeling personally responsible for the death of a loved one(s)-- there were two for me on the same night. I know how it feels to be lonely and anti social at the same time, too feel love at such an intense capacity it hurts. #MakeSuhoHappy","Jan 05, 2021",1944,12,2022-12-28,16
133,12304,216557,2021-02-09,EXOxoVIXX101,Wait hold on...is this guy someone Suho might know?! cause normally he wouldn’t react this way when seeing juju around a guy.  Normally he just leaves or becomes protective. NOT his dramatic. Maybe he’s shocked about the guy...,"Jan 05, 2021",1681,5,2022-12-28,22
133,12304,216557,2021-02-09,Beth Soriano,🤺🤺back Hyeonwoo🤺🤺back I say🤺🤺,"Jan 05, 2021",1270,22,2022-12-28,11
133,12304,216557,2021-02-09,Panda Senpai 017,Pick up the bag Suho 🙄 so dramatic LMFAO ,"Jan 05, 2021",1167,40,2022-12-28,21
133,12304,216557,2021-02-09,daniplox,How does she walk right by Suho? like HELLO DONT YOU SEE HIM,"Jan 05, 2021",847,4,2022-12-28,7
133,12304,216557,2021-02-09,Dejah Phillips,Flips table over. I CANNOT handle another love triangle. Friggin get it together Suho and ask her out!,"Jan 05, 2021",793,3,2022-12-28,7
134,9841,216109,2021-02-16,〒︿〒,IF SHE CHOOSES WALMART SUHO IM JUMPING OFF THIS CLIFF..HANGER,"Jan 12, 2021",188003,1595,2022-12-28,460
134,9841,216109,2021-02-16,( ‘༎ຶД༎ຶ`),SUHO TAKE UR GIRL BEFORE ITS TOO LATE I WANNA TRUST THIS GUY BUT I LOVE U MORE ,"Jan 12, 2021",127744,644,2022-12-28,38
134,9841,216109,2021-02-16,〒︿〒,okay we have to give this new guy ONE sympathy point for literally being the only respectful guy that she’s met in a long time. she deserves it. how about they both tag along 😄 or fight tell the death!😃 whichever ones quicker 😇,"Jan 12, 2021",107979,870,2022-12-28,114
