site,season,season_chapter,overall_chapter,upvotes,downvotes,reply_count,comment_text,date
naver,2,159,239,6700,330,5,"하진성은 100위권대 하이랭커입니다. 하유리자하드는 500위권 유한성500위권(2층의 감독관)10가주 20위권대 쿤마스체니 자하드 100위(공주) 자하드 3위(탑의 왕)엔류 2위(관리자 살해자,비선별) 펜타미넘 1위(엑시즈,비선별)우렉마지노(비선별) 4위 에반켈100위권(2층의 지배자) 에반 에드록100위권(유리누님의 난쟁이 길잡이) 이렇게 됩니다. ","Jul 19, 2015"
naver,2,159,239,6425,361,0,[속보]  신의탑 실시간검색어 1위 등극,"Jul 19, 2015"
naver,2,159,239,4541,201,2,여기서 베댓되는사람들은 뭐하는사람이지,"Jul 19, 2015"
naver,2,160,240,34730,1145,12,페이커는 어딜가나 강력합니다.,"Jul 26, 2015"
naver,2,160,240,32014,1552,9,작가님 요즘 라헬년의 출몰이 잦아 매주 월요일 마다 안구 태러를 당하는것 같습니다 고로 작가님께서는 저희들의 안구 정화를 위해 다른 여캐를 등장시켜 주시길 바립니다 예를들어 유리라던가 유리라던가 유리라던가.....,"Jul 26, 2015"
naver,2,160,240,21448,640,1,그와중에 사치군 잘생겼네.,"Jul 26, 2015"
naver,2,160,240,19417,959,4,"""오늘밤은 아주 거친밤이될꺼야"" (므흣)","Jul 26, 2015"
naver,2,160,240,17484,526,3,라헬 : 내손을 잡아줄사람이 필요했거든요... 밤 : 내가 잡아주려했는데 니가밀었잖니?,"Jul 26, 2015"
naver,2,160,240,14951,892,0,"이번 화가 되게 떡밥이 많은 것 같습니다. 먼저, 라헬이 오랜만에 속마음을 털어놓습니다. 라헬의 행동, 말, 표정으로 밤과 라헬의 관계를 추측했지만 이것보다 중요한 떡밥은 없는 듯하네요. 두번째로 라헬컷에서 밤이 신에게 사랑받는 존재라고 합니다. 즉 밤이 신의 아들이라는 설은 맞는 것 같네요.","Jul 26, 2015"
naver,2,160,240,14032,358,0,암세포도 생명이랰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오로라공주 또나오넼ㅋㅋㅋ,"Jul 26, 2015"
naver,2,160,240,12793,445,0,그 와중에 화련 누님 운동복 이쁨!!,"Jul 26, 2015"
naver,2,160,240,10159,453,3,라헬에게 손을 내'밀어줄'순 없지만 '밀어줄'수는 있지,"Jul 26, 2015"
naver,2,160,240,9200,298,0,이화 가문떡밥 은근 많이 던져진다...지난번에 지게나에서 화련이 던진것도 있고 이화 나중에 비중 꽤 있을거 같은데,"Jul 26, 2015"
naver,2,160,240,8139,325,0,페이커왔다 게임끝남....,"Jul 26, 2015"
naver,2,160,240,7958,264,0,쿤이 이김 페이커 있음,"Jul 26, 2015"
naver,2,160,240,7558,389,0,첫번째 배댓 10가문이 넘쳐나는 이유는 10가문은 기본적인 신체적 요소가 좋고 그러니 더 시험을 잘 통과할수 있으니까 10가문이 많은것 아닌가...,"Jul 26, 2015"
naver,2,160,240,5734,425,0,네이버 정치관련 댓글은 칼삭제하면서 광고는 왜냅두는지ㅋㅋㅋㅋㅋㅋㅋ; 관리좀 제대로 하죠,"Jul 26, 2015"
naver,2,160,240,99,16,4,나만 10가문 남자들이 중간지역 여자들 성폭행해서 사생아 만든다는가 화나냐..베타랑 호량이네 생각나서 찌통.. 근데 좀 더 생각해버면 랭커들은 중간지역에 맘대로 돌아다닐 수있고 중간지역 사람들이랑 힘 차이도 많이나니까 중간지역에서 쓰레기짓 하는 놈들이 한 둘 아닐듯 ㄱ.ㄴ데 저건 10가문도 10가문이지만 그냥 사회적 문제아님?..,"Aug 17, 2018"
naver,2,161,241,57306,511,8,나도가지..단조건이 있다. 네명중에 라헬도 포함이다,"Aug 02, 2015"
naver,2,161,241,35220,564,0,라헬을 사라지게 해주세요..저영혼처럼,"Aug 02, 2015"
naver,2,161,241,32640,456,6,그리기힘들면 호아퀸조만간죽겟네,"Aug 02, 2015"
naver,2,161,241,22866,519,3,항상 느끼는 거지만 작가의 말을 배뎃으로 올리고 싶다,"Aug 02, 2015"
naver,2,161,241,14848,505,0,라헬 사라지고 밤이나와주게 해주세요,"Aug 02, 2015"
naver,2,161,241,13033,807,1,라헬 김진수 겨드랑이같은새끼야,"Aug 02, 2015"
naver,2,161,241,10349,682,6,호아퀸..열라 이뻐..........................,"Aug 02, 2015"
naver,2,161,241,8575,511,0,라헬년아... 좀 나오지마.. 눈썩어...,"Aug 02, 2015"
naver,2,161,241,8364,261,0,저 싸우자는 두명 그래도 왠만큼 싸울듯하네요호아퀸이라는 이름을 미리 알고있었으니 어쩌면 하진성이 준비한 사람들일수도 있을듯 하고요,"Aug 02, 2015"
naver,2,161,241,6789,573,0,"저 두명은 호아퀸을 알고 싸우려는 것으로 보아 상당한 실력자입니다. 아마 계산대로라면 호아킨을 이길 수 있을 것입니다. 그래서 싸우려는거고..  아마 FUG에서도 하진성 쪽 사람일 수도 있구요..   하지만 결국 라헬이나 다니엘이 어떤 역할을 해서 호아킨이 완전체가 될 수 있도록 돕거나 해서 저 둘은 죽고 결국 쿤밤 일행이 해결을 해줘야 할 상황일 올 것 같습니다.   하지만 호아킨은 무지 강하니 실력 말고 다른 변수, 즉 관리자왕 계약을 쿤이 눈치채고 그걸  이용하거나 해서 호아킨을 무력화시킬 듯 합니다. ","Aug 02, 2015"
naver,2,161,241,5697,1039,3,"하지만 솔직히 전개 속도 문제는 쉴드를 치고 싶어도 칠 수가 없다....... 얼마나 세밀하게 그리고 싶어 하시는지는 모르겠는데, 스토리 진행 자체가 근 일년동안 된거리고는 열차 탄거밖에 없음.... ","Aug 02, 2015"
naver,2,161,241,4636,254,0,"아리에혼=위대한 가문 중 하나인 아리에 가문의 가주로, 자하드를 따라 탑에 들어와 탑을 정복한 이들 중 하나다. 랭킹은 5위로, 10가문의 가주들 중 가장 높다. 포지션은 낚시꾼. 이명은 백색의 검, 화이트 오어(White Oar)키는 187cm뛰어난 검사이기도 하며 원래 신수의 농도가 높은 상층에선 저항을 많이 받기 때문에 검은 보통 버려지지만, 아리에 가문 사람들은 신묘한 검술로 그런 제약따윈 아예 무시하고 잘만 쓴다고 한다. 정말정말정말 뛰어난 검사인 듯. 평소의 성격은 매우 온화하며 품위가 넘친다고 알려져 있다. 싸울 때에도 매너가 좋은 편","Aug 02, 2015"
naver,2,161,241,3249,289,0,호아퀸 여자엿으면 ㅠㅠㅠㅠㅠㅠㅠ,"Aug 02, 2015"
naver,2,161,241,2405,184,0,네온사인 적당히해라,"Aug 02, 2015"
naver,2,161,241,789,39,0,어... 조금 슬픈게.. 소름 이 나오는 요일이 월.화.목.금 이잖아? 그런데 소름 조회수가 화욜엔 노블레스랑 마음의 소리보다 낮고.. 목요일엔 연애혁명보다 낮고 금욜엔 외모지상주의랑 갓오브하이스쿨이랑 마음의 소리보다 낮은데... 웹툰좀 본 사람들이라면 알겠지만 1년 전만 해도 신.노 갓 으로 네이버 웹툰계의 전설로 꼽혔던 거고.. 신노갓 중에서도 조회수는 노블레스→신의탑→갓오하 였잖아? 그런데 저 중에서 소름보다 낮다는건 옛날보다 신의탑 조회수가 떨어졌다는건데 솔직히 신의탑을 정말 베도때부터 본진으로 봤던 사람으로써 많이 슬픔.. 신의탑 팬카페에서 활동하는 사람들도 적어졌고.. 아무래도 지금 지옥열차 편이 고비임.. 작가님 건강이 많이 안좋아져서인지 아를렌의 손때보다도 작화나 구성이 많이 떨어진건 사실이니까... 그래도 작가님 화이팅..!,"Aug 05, 2015"
naver,2,162,242,70286,567,18,마지막컷 보고 흐뭇한 미소가 지어졌다 손,"Aug 09, 2015"
naver,2,162,242,38410,1570,12,이게 어떻게 된거야!신의탑이 2위라니!!,"Aug 09, 2015"
naver,2,162,242,34102,992,10,야 그냥 호아퀸 너 여자해라;;; 28컷에 요염한것좀보소..,"Aug 09, 2015"
naver,2,162,242,25455,1246,15,저 남자는 월하익송의 쿤 하츨링일까요?,"Aug 09, 2015"
naver,2,162,242,23064,332,0,솔직히 오늘 전개속도좋았다,"Aug 09, 2015"
naver,2,162,242,16482,536,0,뭐냐 보로한테 털렸냐? ㅋㅋ 한심한놈 무기빨이었냐? ㅋㅋ,"Aug 09, 2015"
naver,2,162,242,13726,1341,0,5년  동안 35층이라서 전계가 느리다고?우리가 5 년동안 재밋게 보고있는데 지금당장 끝나면 신의탑 스토어로 넘어갈수도 있잖아 난 이거 계속됬으면 좋겟다 솔직히 난 이거볼라고 월요일이 기다려지고 다른웹툰 먼저 본다음 하이라이트로  신의탑보는거야 그게 내 삶의 낙이다ㅡㅡ,"Aug 09, 2015"
naver,2,162,242,11675,464,0,내려가는 스크롤바사라져가는 일요일 다가오는 월요일 끝나가는 방학 시작되는 학교생활  짜증나는 라헬,"Aug 09, 2015"
naver,2,162,242,10485,831,1,"우선 ""쿤 가문 애송이군"" 이라고 한 인물은 열차 기장인듯 합니다. 첫번째로 포가 ""살펴보고 오겠습니다"" 라고 한걸 보면 일단 열차 내에서 포의 상관이라는 점을 알수있습니다. 두번째로 저 쿤가문 인물은 랭커로 보이는데, 10가문  랭커에게 애송이라고 할 정도면 상당히 강하다는 점도 알수있습니다. 이 두 가지에 부합하는 인물은 145화에 언급된 열차 기장밖에 없을듯 싶습니다. 다음으로 쿤가문 인물은 상당히 많은 방을 사용하고, 열차를 멈추고 호아킨을 당황시킬 정도로 강한 위력의 신수를 사용하는걸로 보아 파도잡이일 확률이 높습니다. 따라서 등대지기인 쿤 하츨링일 확률은 낮습니다. 아마 쿤의 가문내 지인중 한명으로, 파도잡이 랭커일듯 싶습니다. 열심히 썼어요 베댓 주시면 감사하겠습니다ㅎㅎ","Aug 09, 2015"
naver,2,162,242,10097,182,0,믿고보는 쿤가문 남정네들,"Aug 09, 2015"
naver,2,162,242,8450,391,0,괜찮아요 여러분 금방 올라갑니다신의탑이니까요:),"Aug 09, 2015"
naver,2,162,242,7176,666,0,"파랑머리 쿤하츨링아닌거같네요 쿤하츨링은 1부에서도나왓듯이 머리도 연한하늘색이엇고 얼굴도 비교해보면 전혀다른데다가 쿤 아게로아그니스가 정말싫다고 사이코같다고햇엇는데 둘이 저렇게 편한대화를하는거봐서 쿤가문에 다른사람인거같네요.. 그리고 쿤하츨링은 가문을 버리고 나와서 월하익송에들어갓다는데 아버지께보고한다는것도 말이안되고요.. 기관장은 113화를보면나오는 레펠리스타 자하드 집사인 알루미크와 수염이 매우똑같은걸봐서 알루미크일가능성이크다고봅니다.. 지옥열차타는법도레펠리스타가알고잇엇으니까요..결론:라헬졸못,쿤가문사람들은다멋잇다.","Aug 09, 2015"
naver,2,162,242,5426,645,0,라헬 없애면  단숨의 1위하고   네이버 관련검색어 상위권 ㅇㄱㄹㅇ,"Aug 09, 2015"
naver,2,162,242,2075,132,0,신의탑 화력 다 어디감 진짜 이렇게 재밌는데,"Aug 10, 2015"
naver,2,162,242,1353,37,0,신의탑 진짜 판타지+장기웹툰 치고는 잘 이끌어나가는 편인데....판타지같은 경우에는 특히 장기전으로 갈수록 구상이 힘들어지고 등장인물도 늘어가서요.  어쨌든 작가님 힘내세요!,"Aug 13, 2015"
naver,2,163,243,75127,506,8,"정확히 일 년전, 2014년 8월 연재분중에 화련이말했죠.. 약 일 년뒤 우린 지옥열차를 타게 될거라고... 그게 현실 시간일줄 누가알았을까요...","Aug 16, 2015"
naver,2,163,243,55778,752,1,인간적으로 나도 남잔데 밤 얼굴에 흠집나는건 보기 싫다,"Aug 16, 2015"
naver,2,163,243,40919,955,6,1.피한다2.팅겨낸다 3.쿤이 등대로 막는다 4.칼이 부러진다 5.각성해서 칼을 부순다 6.직접 막는다 7.하진성이 와서 막는다  이중에 뭐하실래요 작가님,"Aug 16, 2015"
naver,2,163,243,19246,714,2,호아퀸의 검은 일반적인 검의 움직임과는 차이가 많습니다 애초에 장검이 가지고 있는 약점이나 사각.. 그런게 없다고 보시면 될듯.  검이 특별하다기보단.. 호아퀸이 특별합니다. [출처] 신의탑 2부 163화 후기|작성자 양념소고기  보통 탑을 오를수록 신수농도가 짙어져서 검이라는 무기의 효율은 떨어지게됩니다. 허나 아리에가문은 가문만의 검술로 신수가 짙은곳에서도 강력하다 합니다. 이걸보면 호아퀸은 아리에 가문과 관련있을것 같습니다.,"Aug 16, 2015"
naver,2,163,243,12260,455,0,밤보다는 호아퀸이 애꾸눈이 될수 있겠네요.크라운게임에서 화련이 밤을 공격했을때 신수가 직접공격을  했죠.그래서 신수가 밤을감싸고 호아퀸을 공격하지 않을까 싶네요.,"Aug 16, 2015"
naver,2,163,243,11180,673,4,솔직히 호아퀸 밉지만 졸라이쁘다 ㅋㅋㅋㅋㅋㅋ 애꾸눈은 싫은데 ㅠㅠ... 그리고 밤은 작가님이 사수하신다고하니깐! 애꾸눈걱정은없어요 독자님들 ㅎㅎ,"Aug 16, 2015"
naver,2,163,243,8324,265,0,화련은 밤의 '머리'를 노림으로써 밤주변에 있던 신수로 한쪽눈을 잃었습니다 . 또 우렉 마지노는 밤의 '얼굴'에다 패왕열사권을 함으로써 탑랭킹4위이자 현역랭커들중 최강인 그가 얼굴에 상처를 입었구요. 따라서 이번에 밤의 '얼굴'에 상처를 내려는 호아퀸은 얼굴에 작지않은 상처를 입을 것입니다. 밤보다 호아퀸에게 상처가 돌아갈듯싶네요.,"Aug 16, 2015"
naver,2,163,243,4476,230,1,베댓님 호아퀸 남자임..,"Aug 16, 2015"
naver,2,163,243,4285,273,0,pyd님 하나 빼먹으셨네요8.밤덕들이 와서 덕력으로 막는다,"Aug 16, 2015"
naver,2,163,243,3209,109,0,너희가 우릴 가능성 요부분에 이길 이라는 단어가 빠진 것 같네요,"Aug 16, 2015"
naver,2,163,243,3144,163,0,아냐 밤은 얼굴에 흠집나면 각성해서 조로처럼 변한다구,"Aug 16, 2015"
naver,2,163,243,3114,209,2,호구들아...호아퀸 남자라고 수십번을 말해도 모르네,"Aug 16, 2015"
naver,2,163,243,2444,337,1,베뎃 게이임?,"Aug 16, 2015"
naver,2,163,243,2401,280,2,한존 뭐냐 호아퀸 남자인데 설마 게이?,"Aug 16, 2015"
naver,2,163,243,0,0,0,This comment has been deleted.,"Jan 01, 2021"
naver,2,164,244,48257,571,21,"나는 못 알아보겠지만, 막컷 남자를 호아퀸이라고 부르는걸 보아 하나였던 호아퀸을 넷으로 쪼개서 약하게 해둔듯. 그래서 미니사이즈가 된거고","Aug 23, 2015"
naver,2,164,244,43136,468,1,호아퀸이 여러개로 나뉘어있다는게  이런거였군 그럼 여러가지버전의 호아퀸을볼수있담 ㄱㅇㄷ,"Aug 23, 2015"
naver,2,164,244,26052,605,2,누구세요,"Aug 23, 2015"
naver,2,164,244,23499,589,0,호아퀸 영혼의 조각중 하나,"Aug 23, 2015"
naver,2,164,244,14629,1376,5,호아퀸의 정체는 이겁니다퍼그의 슬레이어 화이트 FUG가 완전히 어둠 속의 세력이 되었을 때 다시금 그 이름을 탑에 각인시킨 2세대 악마들 중 한명으로 통칭 찢겨진 권좌. 지금은 그 이름과 영혼만 남고 육체는 상실되어 있는 상태이다.  슬레이어로 활동 할 당시에는 수많은 목숨들을 제물 삼은 거대한 주술도 행하여 탑의 주민들을 공포에 떨게 하기도 했다고 한다.  그 때문에 결국 그는 자하드의 공주에 의해 토벌당했다. 일각에서는 화이트가 죽기전에 자신의 영혼을 불사로 만드는 주술을 행했다는 이야기가 전해지며 소문으로 전해지는 이 주술은 일정 조건 안에서만 발동하게 된다고 하는데 많은 예측가들은 수많은 목숨을 바쳐 자신의 부활을 가능케 하는 주술을 만들었다고 예측을 한다 또 포켄그림자 조각이 b급이고 첫번째가 저정도면 랭커 확실 그리고 하진성처럼 가문을 버리기도 했을지도 모른다  그래서 야마에게 반말까고 수많은 영혼들을 먹고 하진성이 위험하다고 말할정도고 절대못이긴다하면 이게정답이죠,"Aug 23, 2015"
naver,2,164,244,13212,660,0,작가님 밤얼굴에 흉터남는것은 용납못합니다,"Aug 23, 2015"
naver,2,164,244,7977,1018,1,추리한번 해보겠습니다기관장은 마지노가 아닙니다 마지노눈은 저런눈이 아닙니다 저눈은 아마 2부초기에 20층 총시험감독관인듯합니다 방금도 다시 보고왔지만 눈이 정확하다는걸 알수있죠 2부를 보시면 잠어라는자와 통화를 하는데 잠어는  유한성입니다 둘다 퍼그와 알고지내고 있으며 밤을 알고있죠 제기보기에는 밤의 능력을 알고서 밤이죽지안도록 따라다니는거 같습니다 그리고 아마 이제곧 유리자하드가 나올거에요 지옥열차도 이제 끝나가고 라펠리스타가 유리자하드가 기차에 타는법도 알고있다고 했으니 밤이 호아퀸한테 당하거나 호아퀸의 조각이 모여하나의 본체가되면 나와서 호아퀸을 제압할거같네요 (예전에 호아퀸이 날뛸때 자하드의 공주가 잡아서 가뒀다는얘기가..)  요약 1.저사람은 마지노가아닌 20층 총시험감독관이다 2.유리자하드가 나와 호아퀸을 잡을것이다 3.밤다치면 안봅니다.,"Aug 23, 2015"
naver,2,164,244,7112,718,0,저 기관실에있는  사람은 우렉이아니라 20층 러브와 치킨으로 다투던   상위랭커네요.  눈을 보면 알수 있습니다.  아오구스구스. Fug와 관련이있어보이네요  그리고 라헬년보다 호아퀸이 20000배는 이쁘네여,"Aug 23, 2015"
naver,2,164,244,4253,323,0,기관장은 20층에 아오구스구스가 아닙니다 이유는 1.콧수염이없고 그다음에 2.왕난이 도망가는 바로위컷 실루엣을 잘보면 머리카락이 꼽슬이아님 하지만 아오구스구스는 머리카락도 짧고 꼽슬임 3.20층 총시험관이 기관장을 같이할수없음 그리고 레펠리스타 자하드 엿나 그 자하드 비서같은사람도 아닌거같네요 콧수염도 약간다르고 눈이 아에다릅니다 그냥 기관장은 새로나온인물같네요,"Aug 23, 2015"
naver,2,164,244,4220,495,0,"작가가 문제인가? 아니면 베댓되려고 필요없는 정보 끌어와서 발악하는 수준 낮은 몇몇 독자들의 문제인가? 신의 탑은 블로그와 카페에서 하나하나 찾아보는 수고스러운 절차까지 밟을 필요 없는 스토리로 구성되어있다. 인물들이 많아 복잡하긴 하지만 그건 그뿐. 하지만 베댓 하나 되겠다고 작가가 팬서비스 차원에서 올렸다는 정보들을 가져와 으쓰대는 한심한 놈들 때문에 그 '정보'를 모르는 독자들 사이에서 작가를 향한 불만이 표출된다. 나 역시 그중 한명이다 즐겁게 보다가도 댓글 보면 웃음이 싹 가신다. 그런 이들을 이렇게 판단하게 된다. 첫째, 작가의 역량부족으로 방대한 세계관을 표현하지 못한다. 둘째, 베댓되려고 작가가 풀어놓은 글들을 자기것 마냥 늘어놓는 애들 때문에 머리만 복잡해진다. 결국 화살이 돌아가는건 작가다.","Aug 23, 2015"
naver,2,164,244,3807,146,0,"분명히 siu작가님이 말씀하셧죠. 웹툰외의 스토리는 스토리이해상 필수적인 요소가 아니라고, 마니아층을위해 작가님이 미리공개및 부가살명하는거라고 그래서 블로그 펜카페에만 부가설명하는라고 하셧어요. 그런정보를 굳이 댓글로 와서 복붙하니깐 그냥 보던 독자들만 혼란스러워지는거죠. 제발 혼자만알고있어요. 궁금하면 모르는사람들도 펜카페와서 보겟죠? 퍼오지좀마요 혼란스럽게.","Aug 23, 2015"
naver,2,164,244,3217,119,0,뭘자꾸 밤다치면 안본다고 난리여어짜피 볼꺼면서,"Aug 23, 2015"
naver,2,164,244,3046,506,2,그리고 호아퀸 처음나왓을때부터 베댓에화이트란 말이많이나왓는데 화이트는 랭커고 호아퀸은 랭커가아닙니다 랭커는 지옥열차에 탈수도없고 관섭할수도없고 열차에 탈이유도없음 호아퀸은 그냥 d급 퍼그후보 인거같은데 그리고 화이트가 엄청 쌘사람인데 하진성이 그냥 선별인원을 보낼리없습니다 자기가 직접나서겟죠 화이트란 인물이면 화이트란얘기 꺼내서 작가님욕또먹을듯 블로그에만 왜 정보따로올리냐고,"Aug 23, 2015"
naver,2,164,244,2848,62,0,쿤이 그냥 미친놈 같아 보이는데랰ㅋㅋㅋㅋ,"Aug 23, 2015"
naver,2,164,244,2488,168,0,"베댓들 이해안가는게  당연히 다음회나 앞으로 내용전개되면 누가누군지 다나오고 이해될텐데,  자꾸 예상하는 글보고는첨보는 인물이라며. . .  블로그정보는  말그대로 이 웹툰을 더 맛깔나게 보기위한작가의 배려일뿐인데,  그걸 가지고 작가한테 머라고 하는지 이해안감. 정주행해봐라 댓글 블로그 안보고도 만화 다 이해되는구만.  자꾸 예상글에 자기모른내용나온다고 비난말길 바람.","Aug 23, 2015"
naver,2,165,245,36787,780,11,"자 여기서 변수가있는데요.. 지금 호아퀸 팀에는 ""라헬""이 있습니다.만약 밤이 승리하면 ""라헬""이 죽는거지요   만세!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","Aug 30, 2015"
naver,2,165,245,22376,1242,6,"공방전이끝난후 카라카의 거주지에서 카라카가 이번에는꼭 쥬 비올레 그레이스를 끝장내야한다고 명령을시켰습니다.그리고 알겠습니다. 신이시어 -라는대답이 돌아왔는데요 바로이자가 페트로입니다.페트로는 카라카를돕기위하여 퍼그라는이유로 잠시 열차의 기관장자리를 빼앗고 쥬 비올레 그레이스의약점이 친구인것을알고 인질로삼은후 호아퀸가싸우라고하는것입니다.왜냐면 하진성도말했듯이 밤하고 호아퀸이 싸우면 밤이이길가능성은 거의없으니까요.그냥 밤을 죽이려고 하는속셈입니다.또한 다니엘과 페트로가 말했듯 아직 밤은 슬레이어 후보에서 빠져나오지못했습니다.퍼그의 원로들의계획은 밤이 슬레이어가 되는것을거부한다면 가시와함께 시동무기로 만든다는 계획이죠. 페트로의 대사중 ""너를 도와주는거에 반대하는원로도 있어.""라는 대사가 있는데요 그사람이 바로 하진성입니다.하진성은 슬레이어역시 이길수있는 강한자이기때문에 대부분이 그의의견에 따르려고하죠. 그래서 유리자하드는 언제나오나요?","Aug 30, 2015"
naver,2,165,245,14352,1550,1,"밤이 게임을 이기지 못할껍니다. 내용상 변수가 2가지 있어요.첫번째는 호아퀸입니다. 글만 봐도 호아퀸들은 서로를 찾고 있고 완전체로 부활한다면 강해진다는걸 알수 있지요. 댓글들 보면 '서로 싸워 잡아먹는다' 라는 댓글을 많이 볼수 있는데 가망이 없는 이야기지요. 기관장 페드로도 그걸 알고 있을껍니다. 카라카는 비올레를 죽이려고 하기 때문에 그의 부하가 열차를 차지하면서까지 내려와있는 이유는 밤을 죽이게하기 위해서죠. 밤이 호아퀸조각 하나도 못이기는걸 보면 완전체를 이길확률은 없습니다. 두번째 이유는 라헬입니다. '진쪽의 팀원은 모두 죽는다' 라고 하죠. 만약 가시가 개방되 호아퀸을 죽인다면 라헬이 죽게되고 흐름이 이어지지않겠지요. 결국 밤은""호아퀸과의 싸움에서 질수밖에 없다""라고 결론을내릴수 있습니다. 밤이 져도 유리자하드라는 후원자가 있으니까 이 설정이 스토리의 흐름에 맞다고 봐야할꺼 같습니다.  사람들 보게 올려줘요....","Aug 30, 2015"
naver,2,165,245,11624,527,0,아나 배뎃요약해줌 1.밤이 진다2.유리 내놔라3.라헬 꺼져라4.존나길다,"Aug 30, 2015"
naver,2,165,245,8204,280,3,난 호아퀸 합체하는 장면이 제일 궁금...ㅎㅎㅎ,"Aug 30, 2015"
naver,2,165,245,7621,186,1,...뜬금없지만 탑 관리가 너무 엉망인 거 아냐? 가는 데마다 FUG네 ㅋㅋ 너무 무법천지잖아 이건,"Aug 30, 2015"
naver,2,165,245,6722,174,0,자아 이 한달이 우리에겐 얼마일지 모릅니다,"Aug 30, 2015"
naver,2,165,245,5189,127,0,밤 : 걍 쟤부터죽이자호아퀸 : ㅇㅋ,"Aug 30, 2015"
naver,2,165,245,3825,136,2,아 뭐 맨날 인질극이야... 안하면 죽인다 안하면 죽인다 안하면 죽인다... FUG놈들 레퍼토리좀 바꿀 수 없냐..,"Aug 30, 2015"
naver,2,165,245,3770,318,1,제가 볼때는 밤이 겨우 이깁니다.. 밤이 이겨도 라헬 안죽어요 .. 페드로는 FUG측 수뇌부 즉 FUG는 자하드에 반하는 단체이자 자하드의 적입니다 그러한자가 지금 탑내에서 열차기관장을 맡고있으니 유리자하드가 처분가능한 명분이 있습니다. 즉 페드로가 진팀 죽이기전에 유리자하드한테 죽을껍니다 . 밤이 지금까지 시험에서 부정함에 놀아나서 진적은 있어도 정정당당하게 진적은 한번도없음... 이번경기 호아퀸의 압도적인 승리가 예상되는 반면에 FUG측에서 부정한 계획을 짜놓지는 않겠죠 그래서 밤이 이기는겁니다. 밤이 진다는 베댓님보게 올려주세요 ㅜ,"Aug 30, 2015"
naver,2,165,245,3211,162,0,밤은 이기든 지든 안좋은데.......이김 슬레이어 후보 지면 죽은 안하면 동료가........ 퍼그 미쳤네,"Aug 30, 2015"
naver,2,165,245,3049,94,0,화련이 지옥열차에 타기전에 말했었죠 이번에는 많은 동료들이 죽을꺼라고 그리고 프린스에게는 너같은애는 무조건 죽는다고 하였습니다 길잡이는 미래를 예측하고 바꿀수있지만 누군가는 죽을게 확실한거 같습니다 밤도 동료가 죽을것을 각오하고 지옥열차에 갔습니다,"Aug 30, 2015"
naver,2,165,245,2507,84,0,제내그러면 1달동안 갇혀있어야하는거야? 겁나불쌍하네.,"Aug 31, 2015"
naver,2,165,245,2255,47,0,이렇게 Fug가 날뛰는데 탑의 왕은 뭐하냐,"Aug 31, 2015"
naver,2,165,245,2152,82,0,베뎃님 호아퀸이 지면 라헬도 죽으면 매우기쁘지만왠지 라헬은 야비해서 탈주할거같은 불길한예감이드네요,"Aug 30, 2015"
naver,2,166,246,65710,346,4,화련이 냉정하지만 정확한말했네,"Sep 06, 2015"
naver,2,166,246,50599,362,5,화련이냉정해도 은근 하저씨처럼 비올레챙겨주는 타입이어서 좋아,"Sep 06, 2015"
naver,2,166,246,44699,730,10,밤아 왜 자기한테 쌍욕을 하고 그래,"Sep 06, 2015"
naver,2,166,246,36276,683,6,"밤은 오늘 입에 담지못할 말을 했습니다. ""라헬과 다를 바가 없었던거야.""  지구멸망각이네요","Sep 06, 2015"
naver,2,166,246,31266,1164,1,....... 참... 비교할껄 비교해야지...,"Sep 06, 2015"
naver,2,166,246,16998,836,4,"라헬 ...................../´¯/) ....................,/¯../  .................../..../  ............./´¯/'...'/´¯¯`·¸  ........../'/.../..../......./¨¯\  ........('(...´...´.... ¯~/'...')  .........\.................'...../  ..........''...\.......... _.·´  ............\..............(  ..............\.............\... ","Sep 06, 2015"
naver,2,166,246,8921,715,0,다니엘도 사연이있는데 밤이 경기이기면 라헬이죽어서 스토리진행이안되고 (어쩌면 라헬이 죽기때문에 일부로질수도;;) 밤은 무조건 게임 질테고 죽을려고하는순간 유리성님이 등장해서 난장판만들고 로엔살리고  다니엘동료될듯  혹은  시간을 되돌아갈수있는 장소 자체가 없어서 로엔못살린 다니엘이 배신때리고 처맞다가 유리님 등장!?,"Sep 06, 2015"
naver,2,166,246,6177,248,0,사랑해 비올레,"Sep 06, 2015"
naver,2,166,246,5756,104,0,아진짜 정말 말 잘했습니다 화련씨,"Sep 07, 2015"
naver,2,166,246,5364,127,0,오랫동안 신의탑 안보다가 다시 왔는데 아직도 라헬이 욕먹는거보니까 정말..머리끝까지  화목하네요,"Sep 07, 2015"
